PRICE,ROOMS,BATHROOMS,SURFACE,CITY,DISTRICT,ASSET_TYPE
148800,1,1,41,Vicente López,Olivos,Departamento
95000,1,1,30,Vicente López,Olivos,Departamento
170000,2,1,68,Palermo,Palermo Soho,Departamento
112000,2,1,50,Vicente López,Olivos,Departamento
135600,2,1,52,Vicente López,Munro,Departamento
133600,2,1,52,Vicente López,Florida,Departamento
157700,2,1,60,Vicente López,Florida,Departamento
167000,2,1,46,Vicente López,Olivos,Departamento
139000,2,1,36,Vicente López,Olivos,Departamento
120000,2,1,50,Vicente López,Munro,Departamento
220500,2,2,68,Vicente López,Olivos,Departamento
138500,2,1,57,Vicente López,Munro,Departamento
265000,2,1,48,Vicente López,Olivos,Departamento
173000,2,1,46,Vicente López,Olivos,Departamento
157700,2,1,60,Vicente López,Florida,Departamento
138500,2,1,57,Vicente López,Florida,Departamento
175000,3,1,68,Vicente López,Olivos,PH
249000,3,1,82,Vicente López,Olivos,Casa
330000,3,1,123,Vicente López,Olivos,Casa
285000,3,3,125,Palermo,Palermo Soho,Departamento
240000,3,2,68,Palermo,Palermo Soho,Departamento
153000,3,1,49,Palermo,Palermo Soho,Departamento
750000,3,2,500,Vicente López,Munro,Local comercial
205000,4,2,139,Vicente López,Florida,PH
240000,4,1,95,Vicente López,Olivos,Casa
450000,4,1,160,Vicente López,La Lucila,Casa
298000,4,3,118,Vicente López,Olivos,Casa
250000,4,1,118,Vicente López,Olivos,Casa
375000,4,2,170,Vicente López,La Lucila,Casa
298000,4,2,174,Vicente López,Olivos,Casa
225000,4,1,100,Vicente López,Olivos,Casa
329000,4,4,120,Vicente López,Olivos,Casa
355000,4,2,219,Vicente López,Olivos,Oficina
649000,4,2,250,Palermo,Palermo Soho,Departamento
265000,4,2,86,Vicente López,Olivos,Departamento
593000,4,3,180,Vicente López,Olivos,Departamento
205000,4,2,139,Vicente López,Florida,Departamento
295000,4,2,92,Vicente López,Olivos,Departamento
765000,4,4,180,Vicente López,Olivos,Departamento
287000,4,2,86,Vicente López,Olivos,Departamento
265000,4,2,86,Vicente López,Olivos,Departamento
281000,4,2,86,Vicente López,Olivos,Departamento
289000,4,2,92,Vicente López,Olivos,Departamento
420000,4,1,300,Vicente López,Olivos,Local comercial
398000,4,3,215,Vicente López,Olivos,Local comercial
398000,4,3,215,Vicente López,Olivos,Local comercial
425000,5,2,180,Vicente López,Olivos,Casa
410000,5,2,184,Vicente López,Florida,Casa
349000,5,2,219,Vicente López,Olivos,Casa
390000,5,1,230,Vicente López,Florida,Casa
270000,5,3,225,Vicente López,Carapachay,Casa
580000,5,3,175,Palermo,Palermo Viejo,Departamento
750000,5,3,206,Palermo,Palermo Chico,Departamento
1480000,6,4,400,Vicente López,Olivos,Casa
550000,6,4,293,Vicente López,Olivos,Casa
2100000,8,4,330,Palermo,Palermo Chico,Departamento
154000,3,1,64,Palermo,Palermo Soho,PH
298000,4,1,169,Vicente López,Olivos,PH
230000,3,2,94,Vicente López,Munro,Casa
300000,5,2,148,Vicente López,Olivos,Casa
59000,1,1,22,Vicente López,Florida,Oficina
240000,2,1,45,Palermo,Palermo Hollywood,Departamento
1050000,5,5,320,Palermo,Palermo Viejo,Departamento
370000,1,1,59,Palermo,Palermo Hollywood,Departamento
100000,1,1,40,Palermo,Palermo Soho,Departamento
660000,3,2,130,Vicente López,Olivos,Departamento
340000,2,2,74,Vicente López,Olivos,Departamento
130000,2,1,40,Vicente López,La Lucila,Departamento
720000,3,2,147,Vicente López,Olivos,Departamento
340000,2,1,73,Vicente López,Olivos,Departamento
340000,2,1,73,Vicente López,Olivos,Departamento
175000,2,1,68,Palermo,Palermo Hollywood,Departamento
213000,2,1,62,Palermo,Palermo Hollywood,Departamento
188000,1,1,54,Vicente López,Olivos,Departamento
121600,1,1,38,Vicente López,Vicente López,Departamento
95000,2,1,56,Vicente López,Florida,Departamento
251600,2,2,63,Vicente López,Vicente López,Departamento
235000,2,1,53,Vicente López,Olivos,Departamento
179900,1,1,66,Vicente López,Florida,Departamento
185000,1,1,54,Vicente López,Olivos,Departamento
200000,1,1,54,Vicente López,Olivos,Departamento
140000,2,1,48,Vicente López,Olivos,Departamento
165000,3,1,172,Vicente López,Munro,Casa
285000,3,1,69,Palermo,Palermo Hollywood,Departamento
450000,3,3,102,Palermo,Palermo Chico,Departamento
360000,3,2,113,Vicente López,Olivos,Departamento
357000,3,2,93,Vicente López,Vicente López,Departamento
165000,3,1,58,Vicente López,Vicente López,Departamento
145000,3,1,72,Vicente López,Olivos,Departamento
200000,5,1,149,Vicente López,Florida,PH
260000,4,2,131,Vicente López,Florida,PH
290000,5,2,196,Vicente López,Florida Oeste,Casa
490000,5,3,156,Palermo,Palermo Chico,Departamento
412000,4,2,114,Palermo,Palermo Hollywood,Departamento
189000,4,1,77,Vicente López,Vicente López,Departamento
486000,4,3,155,Vicente López,Vicente López,Departamento
270000,5,2,240,Vicente López,Florida Oeste,Casa
580000,5,3,538,Vicente López,Olivos,Casa
75000,2,1,45,Vicente López,Florida,PH
440000,4,1,239,Vicente López,Florida,Casa
295000,4,3,125,Vicente López,Florida,Casa
310000,5,2,150,Vicente López,La Lucila,Casa
295000,4,3,125,Vicente López,Florida,Casa
210000,2,1,50,Palermo,Palermo Chico,Departamento
140000,1,1,35,Palermo,Palermo Hollywood,Departamento
120000,1,1,45,Palermo,Palermo Hollywood,Departamento
322500,3,2,80,Palermo,Palermo Hollywood,Departamento
132500,1,1,35,Palermo,Palermo Hollywood,Departamento
330000,4,3,163,Vicente López,Olivos,Departamento
211000,4,2,87,Vicente López,Olivos,Departamento
270000,4,1,100,Vicente López,Olivos,Departamento
149000,3,1,75,Vicente López,Florida,Departamento
230000,2,1,47,Vicente López,Olivos,Departamento
62000,1,1,28,Vicente López,Villa Martelli,Local comercial
180000,2,1,52,Palermo,Palermo Soho,Departamento
130000,2,1,52,Vicente López,Olivos,Departamento
185000,3,1,61,Palermo,Palermo Soho,Departamento
185000,3,1,61,Palermo,Palermo Soho,Departamento
430000,5,2,298,Vicente López,Florida,Casa
1300000,6,5,457,Vicente López,La Lucila,Departamento
520000,3,3,240,Vicente López,Olivos,Casa
380000,6,3,224,Vicente López,Olivos,Casa
106721,1,1,44,Palermo,Palermo Hollywood,Departamento
152309,1,1,59,Palermo,Palermo Hollywood,Departamento
170000,1,1,37,Palermo,Palermo Chico,Departamento
365000,2,1,79,Palermo,Palermo Hollywood,Departamento
105000,1,1,44,Vicente López,Olivos,Departamento
230000,3,2,102,Vicente López,Olivos,Departamento
225000,4,2,92,Vicente López,Vicente López,Departamento
279000,5,2,126,Vicente López,Olivos,Departamento
105000,1,1,44,Vicente López,La Lucila,Departamento
405000,3,2,95,Vicente López,Vicente López,Departamento
289000,3,2,100,Vicente López,Olivos,Departamento
69900,1,1,26,Palermo,Palermo Chico,Departamento
155000,2,1,50,Palermo,Palermo Soho,Departamento
135000,2,1,47,Palermo,Palermo Soho,Departamento
120000,2,1,45,Vicente López,Florida,Departamento
145000,3,1,50,Palermo,Palermo Soho,Departamento
288000,3,2,68,Palermo,Palermo Hollywood,Departamento
165000,3,1,56,Palermo,Palermo Viejo,Departamento
420000,3,3,93,Vicente López,La Lucila,Departamento
220000,3,1,62,Vicente López,Florida,Departamento
315000,3,1,120,Vicente López,Olivos,Departamento
299999,5,3,110,Palermo,Palermo Chico,Departamento
240000,4,2,87,Palermo,Palermo Hollywood,Departamento
625000,4,2,183,Vicente López,Olivos,Departamento
1000000,6,2,250,Palermo,Palermo Chico,Departamento
130000,1,1,35,Palermo,Palermo Soho,Departamento
125000,1,1,42,Palermo,Palermo Hollywood,Departamento
486000,4,3,157,Palermo,Palermo Chico,Departamento
280000,4,1,94,Palermo,Palermo Hollywood,PH
275000,3,1,107,Vicente López,Florida,Departamento
390000,3,2,92,Vicente López,La Lucila,Departamento
395000,5,2,200,Vicente López,Florida,Casa
270000,6,2,162,Vicente López,Villa Martelli,Casa
575000,6,2,240,Vicente López,Olivos,Casa
375000,6,3,255,Vicente López,Carapachay,Casa
140000,3,1,63,Vicente López,Florida,PH
287500,4,1,200,Vicente López,Olivos,PH
389000,4,3,142,Palermo,Palermo Soho,PH
234000,3,2,158,Vicente López,Olivos,Casa
287500,4,1,200,Vicente López,Olivos,Casa
360000,4,2,126,Vicente López,Florida,Casa
460000,5,2,230,Vicente López,Olivos,Casa
258000,4,2,181,Vicente López,Carapachay,Casa
135000,2,1,49,Palermo,Palermo Hollywood,Departamento
178000,3,1,58,Palermo,Palermo Hollywood,Departamento
450000,3,2,100,Vicente López,Olivos,Departamento
245000,2,1,64,Vicente López,Olivos,Departamento
268000,4,1,86,Vicente López,Vicente López,Departamento
310000,3,2,92,Vicente López,Olivos,Departamento
360000,3,2,81,Vicente López,Olivos,Departamento
169000,2,1,53,Vicente López,Florida Oeste,Departamento
190000,2,1,94,Vicente López,Florida Oeste,Departamento
200000,1,1,85,Palermo,Palermo Soho,Departamento
192000,2,1,55,Palermo,Palermo Hollywood,Departamento
430000,2,2,70,Palermo,Palermo Chico,Departamento
270000,2,1,50,Vicente López,Vicente López,Departamento
245000,2,1,50,Vicente López,Vicente López,Departamento
285000,3,2,87,Palermo,Palermo Hollywood,Departamento
325000,3,2,74,Palermo,Palermo Hollywood,Departamento
295000,3,2,184,Palermo,Palermo Soho,Departamento
520000,3,2,78,Palermo,Palermo Hollywood,Departamento
520000,3,2,77,Palermo,Palermo Hollywood,Departamento
350000,3,3,100,Palermo,Palermo Chico,Departamento
378000,3,2,81,Palermo,Palermo Hollywood,Departamento
160000,3,1,70,Vicente López,Olivos,Departamento
394000,4,3,168,Palermo,Palermo Soho,Departamento
363000,5,3,230,Vicente López,Olivos,Departamento
280000,4,2,95,Vicente López,Olivos,Departamento
280000,4,2,95,Vicente López,Olivos,Departamento
900000,4,2,180,Vicente López,Olivos,Departamento
183900,2,1,57,Palermo,Palermo Hollywood,Casa
415000,2,2,95,Vicente López,Olivos,Departamento
229000,2,1,76,Vicente López,Florida,Departamento
200000,2,1,54,Vicente López,Florida,Departamento
220000,3,1,76,Vicente López,Florida,PH
425000,3,2,88,Palermo,Palermo Soho,Departamento
598000,3,2,130,Vicente López,Olivos,Departamento
289000,4,1,110,Vicente López,Olivos,PH
330000,5,2,186,Vicente López,Vicente López,Casa
580000,6,2,243,Vicente López,Florida,Casa
430000,4,3,350,Vicente López,Florida,Casa
370000,3,3,140,Vicente López,Florida,Casa
160000,2,1,97,Vicente López,Olivos,Casa
112926,1,1,38,Palermo,Palermo Soho,Departamento
101000,1,1,40,Palermo,Palermo Soho,Departamento
85000,1,1,33,Palermo,Palermo Viejo,Departamento
99000,1,1,42,Palermo,Palermo Viejo,Departamento
124000,2,1,50,Palermo,Palermo Viejo,Departamento
230000,3,1,65,Palermo,Palermo Soho,Departamento
240000,2,1,53,Palermo,Palermo Hollywood,Departamento
115000,2,1,34,Vicente López,Vicente López,Departamento
290000,2,2,74,Vicente López,Vicente López,Departamento
298000,5,2,114,Palermo,Palermo Hollywood,PH
198000,3,1,60,Palermo,Palermo Hollywood,Departamento
285000,3,1,69,Palermo,Palermo Hollywood,Departamento
690000,3,3,120,Palermo,Palermo Chico,Departamento
335000,3,2,87,Palermo,Palermo Hollywood,Departamento
300000,3,2,74,Palermo,Palermo Hollywood,Departamento
480000,3,2,90,Palermo,Palermo Hollywood,Departamento
430000,3,2,120,Palermo,Palermo Hollywood,Departamento
195000,3,1,74,Palermo,Palermo Soho,Departamento
820000,3,3,125,Palermo,Palermo Chico,Departamento
395000,3,2,109,Vicente López,Olivos,Departamento
249000,4,1,125,Vicente López,Florida,Departamento
395000,4,3,142,Palermo,Palermo Soho,PH
2400000,4,3,320,Palermo,Palermo Chico,Departamento
141000,1,1,42,Palermo,Palermo Soho,Departamento
144000,1,1,43,Palermo,Palermo Soho,Departamento
108000,1,1,27,Palermo,Palermo Hollywood,Departamento
155000,1,1,43,Palermo,Palermo Soho,Departamento
111900,1,1,44,Palermo,Palermo Hollywood,Departamento
123000,1,1,35,Palermo,Palermo Hollywood,Departamento
115000,2,1,38,Vicente López,Florida,Departamento
153000,3,1,129,Vicente López,Florida Oeste,PH
139500,3,1,53,Palermo,Palermo Hollywood,Departamento
340000,3,2,93,Vicente López,La Lucila,Departamento
320000,4,2,196,Vicente López,Vicente López,PH
360000,4,2,126,Vicente López,Florida,Casa
130000,4,1,75,Vicente López,Munro,Casa
380000,4,3,187,Vicente López,Olivos,Casa
195000,4,2,204,Vicente López,Olivos,Casa
335000,4,1,236,Vicente López,Olivos,Casa
240000,4,1,110,Vicente López,Carapachay,Casa
800000,4,2,158,Palermo,Palermo Hollywood,Departamento
320000,4,2,119,Vicente López,Florida,Departamento
280000,4,2,188,Vicente López,La Lucila,Departamento
495000,5,3,370,Vicente López,Carapachay,Casa
495000,6,3,264,Vicente López,Florida,Casa
2300000,6,4,350,Palermo,Palermo Chico,Departamento
200000,1,1,54,Vicente López,Olivos,Departamento
148000,2,1,43,Palermo,Palermo Soho,Departamento
115000,2,1,58,Vicente López,Florida,Departamento
145000,3,1,143,Vicente López,Florida,Casa
350000,3,1,170,Vicente López,Olivos,Casa
125000,3,1,51,Palermo,Palermo Soho,Departamento
360000,3,2,113,Vicente López,Olivos,Departamento
360000,3,2,113,Vicente López,Olivos,Departamento
169000,3,1,84,Vicente López,Vicente López,Departamento
260000,3,1,87,Vicente López,Olivos,Departamento
350000,4,2,103,Palermo,Palermo Soho,PH
400000,4,2,90,Vicente López,Olivos,Departamento
250000,4,1,102,Vicente López,Olivos,Departamento
295000,4,3,88,Vicente López,Olivos,Departamento
112000,1,1,40,Palermo,Palermo Soho,Departamento
120000,1,1,39,Palermo,Palermo Soho,Departamento
115000,1,1,36,Palermo,Palermo Chico,Departamento
122000,1,1,35,Palermo,Palermo Hollywood,Departamento
220000,2,1,71,Palermo,Palermo Soho,PH
165000,2,1,60,Vicente López,Vicente López,PH
210000,2,1,70,Vicente López,Olivos,PH
135000,2,1,47,Palermo,Palermo Hollywood,Departamento
300000,2,1,62,Vicente López,Vicente López,Departamento
155000,2,1,49,Vicente López,Vicente López,Departamento
185000,2,1,70,Vicente López,Florida,Departamento
210000,3,1,70,Vicente López,Olivos,PH
180000,3,1,62,Vicente López,Florida,PH
158000,3,1,78,Vicente López,Florida,PH
175000,3,1,90,Vicente López,Florida,PH
230000,3,1,75,Vicente López,Carapachay,Casa
750000,3,2,128,Palermo,Palermo Chico,Departamento
273000,3,1,69,Palermo,Palermo Hollywood,Departamento
330000,3,2,108,Palermo,Palermo Viejo,Departamento
750000,3,2,128,Palermo,Palermo Chico,Departamento
325000,3,1,74,Palermo,Palermo Hollywood,Departamento
305000,3,2,80,Palermo,Palermo Hollywood,Departamento
140000,3,1,47,Vicente López,Vicente López,Departamento
140000,3,1,58,Vicente López,Vicente López,Departamento
358000,3,2,85,Vicente López,Vicente López,Departamento
160000,3,1,55,Vicente López,Vicente López,Departamento
165000,3,1,67,Vicente López,Florida,Departamento
205000,4,2,139,Vicente López,Florida Oeste,PH
630000,4,3,129,Palermo,Palermo Chico,Departamento
198000,4,1,75,Vicente López,Olivos,Departamento
465000,4,2,115,Vicente López,Olivos,Departamento
460000,4,2,95,Vicente López,Olivos,Departamento
405000,5,1,350,Vicente López,Olivos,Casa
1300000,5,3,282,Palermo,Palermo Chico,Departamento
990000,6,2,231,Palermo,Palermo Chico,Departamento
1150000,7,4,282,Palermo,Palermo Chico,Departamento
650000,8,3,300,Vicente López,Munro,Local comercial
520000,5,2,145,Vicente López,Florida,Casa
495000,4,2,110,Palermo,Palermo Chico,Departamento
88000,2,1,32,Palermo,Palermo Hollywood,Departamento
220000,3,1,54,Palermo,Palermo Chico,Departamento
315000,4,3,110,Vicente López,Olivos,Departamento
315000,4,3,110,Vicente López,Olivos,Departamento
158500,1,1,46,Vicente López,Vicente López,Departamento
245000,2,2,89,Palermo,Palermo Hollywood,Departamento
193000,2,2,58,Palermo,Palermo Soho,Departamento
420000,2,2,114,Palermo,Palermo Chico,Departamento
145000,2,1,47,Palermo,Palermo Chico,Departamento
117990,1,1,35,Vicente López,Vicente López,Departamento
142500,1,1,46,Vicente López,Vicente López,Departamento
250000,3,1,134,Vicente López,La Lucila,PH
185000,3,1,69,Vicente López,Vicente López,Departamento
174900,4,1,144,Vicente López,La Lucila,PH
174900,4,1,144,Vicente López,Olivos,PH
269000,4,2,158,Vicente López,La Lucila,PH
387000,4,2,106,Palermo,Palermo Chico,Departamento
1250000,4,4,186,Palermo,Palermo Chico,Departamento
289900,4,1,133,Vicente López,La Lucila,Departamento
598000,7,3,376,Vicente López,Florida,Casa
100000,2,1,75,Vicente López,Carapachay,PH
850000,7,3,600,Vicente López,Vicente López,Casa
365000,6,2,240,Vicente López,Olivos,Casa
89500,1,1,21,Vicente López,Olivos,Departamento
814000,2,2,121,Vicente López,Vicente López,Departamento
89900,1,1,30,Vicente López,La Lucila,Departamento
350000,2,1,63,Vicente López,Vicente López,Departamento
349000,4,2,100,Vicente López,Vicente López,Departamento
814000,2,2,121,Vicente López,Vicente López,Departamento
95000,2,1,44,Vicente López,Olivos,Departamento
495000,5,2,300,Vicente López,Olivos,Casa
289000,4,2,133,Vicente López,Olivos,Casa
540000,5,2,300,Vicente López,Olivos,Casa
148000,3,1,55,Vicente López,Munro,PH
190999,2,1,54,Palermo,Palermo Soho,Departamento
158999,2,1,43,Palermo,Palermo Soho,Departamento
124999,1,1,35,Palermo,Palermo Soho,Departamento
166999,2,1,53,Palermo,Palermo Soho,Departamento
118999,1,1,35,Palermo,Palermo Soho,Departamento
174999,2,1,53,Palermo,Palermo Soho,Departamento
109000,1,1,33,Palermo,Palermo Hollywood,Departamento
151999,2,1,43,Palermo,Palermo Soho,Departamento
95000,1,1,28,Palermo,Palermo Soho,Departamento
193999,2,1,54,Palermo,Palermo Soho,Departamento
176999,2,1,54,Palermo,Palermo Soho,Departamento
154999,2,1,43,Palermo,Palermo Soho,Departamento
285000,2,1,45,Palermo,Palermo Chico,Departamento
156999,2,1,43,Palermo,Palermo Soho,Departamento
177999,2,1,53,Palermo,Palermo Soho,Departamento
122999,1,1,35,Palermo,Palermo Soho,Departamento
196999,2,1,54,Palermo,Palermo Soho,Departamento
144999,2,1,43,Palermo,Palermo Soho,Departamento
172999,2,1,53,Palermo,Palermo Soho,Departamento
126999,1,1,35,Palermo,Palermo Soho,Departamento
128000,1,1,31,Palermo,Palermo Soho,Departamento
348000,4,2,105,Vicente López,Olivos,Departamento
350000,3,2,79,Vicente López,Vicente López,Departamento
188000,2,1,52,Palermo,Palermo Soho,Departamento
170000,1,1,44,Palermo,Palermo Soho,Departamento
142000,2,1,50,Palermo,Palermo Hollywood,Departamento
139000,2,1,37,Palermo,Palermo Chico,Departamento
155000,2,1,43,Palermo,Palermo Hollywood,Departamento
285000,3,1,137,Palermo,Palermo Chico,Departamento
145500,2,1,52,Palermo,Palermo Soho,Departamento
160000,2,1,52,Palermo,Palermo Soho,Departamento
120000,1,1,38,Palermo,Palermo Hollywood,Departamento
192000,2,1,55,Palermo,Palermo Hollywood,Departamento
145000,2,1,67,Palermo,Palermo Soho,Departamento
123000,2,1,71,Vicente López,Villa Martelli,Departamento
168000,2,1,50,Vicente López,Olivos,Departamento
124000,2,1,71,Vicente López,Villa Martelli,Departamento
160000,3,1,55,Palermo,Palermo Soho,PH
208000,3,2,100,Vicente López,Olivos,PH
265000,3,1,69,Palermo,Palermo Hollywood,Departamento
369000,3,3,82,Palermo,Palermo Hollywood,Departamento
200000,3,1,78,Palermo,Palermo Hollywood,Departamento
185000,3,2,76,Palermo,Palermo Soho,Departamento
265000,3,1,69,Palermo,Palermo Hollywood,Departamento
259000,3,1,68,Palermo,Palermo Chico,Departamento
750000,3,3,110,Palermo,Palermo Chico,Departamento
253000,3,2,55,Palermo,Palermo Hollywood,Departamento
334000,3,2,82,Palermo,Palermo Soho,Departamento
295000,3,1,73,Palermo,Palermo Chico,Departamento
124000,3,1,71,Vicente López,Villa Martelli,Departamento
405000,3,3,95,Vicente López,Vicente López,Departamento
420000,3,3,98,Vicente López,La Lucila,Departamento
240000,3,1,85,Vicente López,Florida Oeste,Departamento
245000,4,1,100,Vicente López,Florida,PH
250000,4,2,138,Vicente López,La Lucila,PH
400000,4,2,180,Palermo,Palermo Viejo,Departamento
384500,4,3,168,Palermo,Palermo Soho,Departamento
430000,4,2,96,Palermo,Palermo Hollywood,Departamento
1250000,6,5,243,Palermo,Palermo Chico,Departamento
460000,4,3,100,Palermo,Palermo Hollywood,Departamento
790000,4,3,126,Palermo,Palermo Chico,Departamento
475000,4,3,157,Palermo,Palermo Chico,Departamento
2350000,4,5,300,Vicente López,Vicente López,Departamento
305000,4,2,127,Vicente López,Olivos,Departamento
1250000,6,3,265,Palermo,Palermo Chico,Departamento
1025000,5,4,274,Palermo,Palermo Chico,Departamento
1000000,6,2,250,Palermo,Palermo Chico,Departamento
1300000,6,5,457,Vicente López,La Lucila,Departamento
3000000,5,6,380,Palermo,Palermo Chico,Casa
530000,4,4,520,Vicente López,Vicente López,Casa
255000,6,2,183,Vicente López,Carapachay,Casa
130000,2,1,58,Palermo,Palermo Chico,Departamento
135324,1,1,40,Palermo,Palermo Soho,Departamento
76421,1,1,24,Palermo,Palermo Hollywood,Departamento
182328,2,1,47,Palermo,Palermo Hollywood,Departamento
132000,1,2,38,Palermo,Palermo Viejo,Departamento
133500,1,2,38,Palermo,Palermo Viejo,Departamento
340000,3,2,106,Vicente López,Vicente López,Departamento
78000,2,1,28,Vicente López,Olivos,Departamento
111653,1,1,42,Palermo,Palermo Hollywood,Departamento
268972,2,1,105,Palermo,Palermo Soho,Departamento
249024,2,1,92,Palermo,Palermo Hollywood,Departamento
207542,2,1,61,Palermo,Palermo Hollywood,Departamento
148000,1,1,46,Vicente López,Vicente López,Departamento
125000,1,1,36,Vicente López,Vicente López,Departamento
405438,4,2,128,Palermo,Palermo Soho,Departamento
400000,3,2,88,Palermo,Palermo Hollywood,Departamento
259000,3,2,70,Palermo,Palermo Chico,Departamento
1150000,4,4,280,Palermo,Palermo Chico,Departamento
404500,3,3,95,Vicente López,Vicente López,Departamento
410000,3,3,95,Vicente López,Vicente López,Departamento
218000,4,1,74,Vicente López,Vicente López,PH
700000,4,2,154,Palermo,Palermo Chico,Departamento
435000,4,2,114,Palermo,Palermo Hollywood,Departamento
405000,4,2,114,Palermo,Palermo Hollywood,Departamento
350000,4,3,107,Vicente López,Vicente López,Departamento
230000,1,1,61,Vicente López,La Lucila,Departamento
95000,2,1,38,Palermo,Palermo Soho,Departamento
170000,2,2,50,Palermo,Palermo Hollywood,Departamento
270000,2,2,65,Vicente López,Vicente López,Departamento
290000,2,2,68,Vicente López,Vicente López,Departamento
310000,2,2,73,Vicente López,Olivos,Departamento
195000,2,2,48,Vicente López,Vicente López,Departamento
295000,2,2,71,Vicente López,Vicente López,Departamento
128000,1,1,41,Vicente López,Olivos,Departamento
345000,3,2,137,Palermo,Palermo Soho,PH
385000,3,3,154,Palermo,Palermo Viejo,PH
480000,3,2,90,Palermo,Palermo Hollywood,Departamento
273000,3,1,69,Palermo,Palermo Hollywood,Departamento
630000,3,2,109,Palermo,Palermo Hollywood,Departamento
133000,3,1,68,Vicente López,Florida Oeste,Departamento
280000,4,2,210,Vicente López,Munro,PH
420000,4,2,261,Vicente López,Olivos,Casa
1750000,5,2,250,Palermo,Palermo Chico,Departamento
350000,5,3,160,Vicente López,Olivos,Departamento
820000,4,2,148,Vicente López,Olivos,Departamento
590000,3,3,127,Vicente López,Vicente López,Departamento
295000,6,4,266,Vicente López,Florida Oeste,Casa
129800,1,1,67,Vicente López,Munro,Casa
107000,1,1,40,Palermo,Palermo Soho,Departamento
162000,1,2,60,Palermo,Palermo Viejo,Departamento
110000,1,1,40,Palermo,Palermo Soho,Departamento
118800,1,1,32,Palermo,Palermo Hollywood,Departamento
120000,1,1,55,Vicente López,Vicente López,Departamento
93000,1,1,31,Vicente López,Olivos,Departamento
162000,2,2,60,Palermo,Palermo Viejo,Departamento
168000,2,1,43,Palermo,Palermo Hollywood,Departamento
139000,2,1,37,Palermo,Palermo Chico,Departamento
105000,2,1,35,Vicente López,Vicente López,Departamento
100000,2,1,40,Vicente López,Olivos,Departamento
170000,3,2,75,Vicente López,Olivos,PH
160000,3,1,97,Vicente López,Olivos,PH
115000,3,1,52,Vicente López,Florida,PH
160000,3,1,97,Vicente López,Olivos,Casa
160000,3,1,65,Vicente López,Villa Martelli,Casa
255000,3,2,70,Palermo,Palermo Chico,Departamento
255000,3,2,70,Palermo,Palermo Chico,Departamento
200000,3,1,78,Palermo,Palermo Hollywood,Departamento
220000,4,2,96,Vicente López,Vicente López,PH
250000,4,2,85,Vicente López,Olivos,PH
250000,4,2,85,Vicente López,Olivos,PH
260000,4,1,128,Vicente López,Florida,PH
800000,4,2,417,Vicente López,Villa Martelli,Casa
240000,4,2,87,Palermo,Palermo Hollywood,Departamento
499000,4,2,138,Vicente López,Olivos,Departamento
638061,4,3,145,Vicente López,Vicente López,Departamento
785000,4,2,136,Vicente López,Olivos,Departamento
1100000,6,3,268,Palermo,Palermo Chico,Departamento
377000,6,4,225,Vicente López,Olivos,Departamento
1870000,7,5,343,Palermo,Palermo Chico,Departamento
385000,4,1,115,Vicente López,Florida,Casa
89900,1,1,21,Vicente López,Olivos,Departamento
149000,2,1,78,Vicente López,Florida,PH
290000,2,1,75,Vicente López,Vicente López,Departamento
149000,3,1,70,Vicente López,Olivos,Departamento
270000,3,2,105,Vicente López,Olivos,Departamento
350000,3,2,110,Vicente López,Florida,Departamento
250000,4,2,138,Vicente López,Olivos,PH
250000,4,2,138,Vicente López,Olivos,PH
295000,4,2,180,Vicente López,Olivos,PH
175000,4,1,153,Vicente López,Olivos,PH
255000,4,2,140,Vicente López,Olivos,Casa
255000,4,2,140,Vicente López,Olivos,Casa
359000,5,2,202,Vicente López,Olivos,Casa
679000,5,3,320,Vicente López,Vicente López,Casa
210000,2,1,100,Vicente López,Olivos,Casa
320000,7,3,312,Vicente López,Florida,Casa
400000,5,3,163,Vicente López,Olivos,Casa
168000,1,1,56,Palermo,Palermo Hollywood,Oficina
1490000,5,3,293,Palermo,Palermo Chico,Departamento
208500,1,1,69,Palermo,Palermo Hollywood,Departamento
620000,2,1,130,Palermo,Palermo Soho,Departamento
128000,1,1,36,Palermo,Palermo Hollywood,Departamento
168000,1,1,56,Palermo,Palermo Hollywood,Departamento
208500,1,1,69,Palermo,Palermo Hollywood,Departamento
124000,1,1,42,Palermo,Palermo Hollywood,Departamento
780000,4,4,260,Palermo,Palermo Chico,Departamento
162000,2,1,59,Vicente López,Olivos,Departamento
395000,3,2,92,Vicente López,La Lucila,Departamento
183100,2,1,63,Vicente López,Olivos,Departamento
167300,2,1,63,Vicente López,Olivos,Departamento
90000,1,1,30,Vicente López,Vicente López,Departamento
185000,2,1,73,Vicente López,Florida,Departamento
175200,2,1,63,Vicente López,Olivos,Departamento
155800,2,1,63,Vicente López,Olivos,Departamento
130000,2,1,48,Vicente López,Olivos,Departamento
380000,4,4,152,Vicente López,Olivos,Departamento
197100,2,1,75,Vicente López,Olivos,Departamento
415000,3,2,92,Vicente López,La Lucila,Departamento
595000,4,2,120,Vicente López,Olivos,Departamento
137800,2,1,59,Vicente López,Olivos,Departamento
171300,2,1,63,Vicente López,Olivos,Departamento
213800,2,1,75,Vicente López,Olivos,Departamento
98000,2,1,33,Palermo,Palermo Soho,Departamento
89000,2,1,49,Vicente López,Olivos,Departamento
112000,2,1,40,Vicente López,Vicente López,Departamento
130000,2,1,53,Vicente López,Olivos,Departamento
105000,4,2,62,Vicente López,Florida,PH
108000,3,1,59,Palermo,Palermo Soho,Departamento
